1, 1, 0.8
1, 0.966782, 0.7188
1, 0.931349, 0.632188
0.998139, 0.892195, 0.549296
0.996171, 0.852826, 0.466621
0.996078, 0.777809, 0.383945
0.996078, 0.701038, 0.301269
0.994187, 0.628051, 0.267774
0.992218, 0.555217, 0.236278
0.99025, 0.432803, 0.200969
0.988281, 0.308789, 0.165536
0.940177, 0.205921, 0.137793
0.890965, 0.10356, 0.110235
0.816563, 0.05158, 0.129181
0.741761, 0.0004, 0.148866
0.622038, 0, 0.14902
0.501961, 0, 0.14902
